row_id,rally_uid,base_point,candidate_point,transition,source_dir,source,source_risk,base_depth,candidate_depth,base_side,candidate_side,same_depth,same_side,is_point0_addition,is_point0_removal,is_nonterminal_swap,is_rare_point_repair
191,15829,4,8,4->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,half,long,left,middle,False,False,False,False,True,True
300,16192,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
357,16378,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
361,16391,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
376,16448,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
493,16844,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
532,16977,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
557,17065,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
639,17379,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
714,17639,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
929,18378,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
937,18405,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
1009,18630,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1043,18747,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1053,18779,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1071,18846,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1158,19136,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1227,19375,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1631,20568,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1656,20626,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1658,20630,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1660,20634,8,6,8->6,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,half,middle,right,False,False,False,False,True,True
1743,20830,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
1746,20837,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1804,20967,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget22__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
5,15204,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
49,15354,7,9,7->9,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,right,True,False,False,False,True,True
138,15649,6,4,6->4,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,half,half,right,left,True,False,False,False,True,True
191,15829,4,8,4->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,half,long,left,middle,False,False,False,False,True,True
300,16192,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
357,16378,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
361,16391,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
376,16448,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
493,16844,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
532,16977,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
557,17065,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
639,17379,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
714,17639,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
856,18127,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
929,18378,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
937,18405,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
1009,18630,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1043,18747,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1053,18779,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1071,18846,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1158,19136,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1227,19375,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1631,20568,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1656,20626,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1658,20630,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1660,20634,8,6,8->6,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,half,middle,right,False,False,False,False,True,True
1700,20731,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
1743,20830,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
1746,20837,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1804,20967,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget24__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
5,15204,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
49,15354,7,9,7->9,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,right,True,False,False,False,True,True
138,15649,6,4,6->4,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,half,half,right,left,True,False,False,False,True,True
191,15829,4,8,4->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,half,long,left,middle,False,False,False,False,True,True
250,16027,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
300,16192,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
357,16378,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
361,16391,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
376,16448,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
476,16789,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
493,16844,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
532,16977,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
557,17065,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
639,17379,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
714,17639,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
856,18127,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
929,18378,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
937,18405,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
1009,18630,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1043,18747,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1053,18779,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1071,18846,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1108,18973,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1158,19136,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1227,19375,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1631,20568,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1656,20626,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1658,20630,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1660,20634,8,6,8->6,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,half,middle,right,False,False,False,False,True,True
1700,20731,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
1743,20830,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
1746,20837,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1804,20967,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget27__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
5,15204,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
49,15354,7,9,7->9,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,right,True,False,False,False,True,True
138,15649,6,4,6->4,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,half,half,right,left,True,False,False,False,True,True
191,15829,4,8,4->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,half,long,left,middle,False,False,False,False,True,True
250,16027,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
300,16192,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
355,16371,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
357,16378,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
361,16391,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
376,16448,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
443,16678,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
476,16789,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
493,16844,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
532,16977,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
557,17065,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
639,17379,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
714,17639,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
856,18127,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
929,18378,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
937,18405,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
1009,18630,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1043,18747,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1053,18779,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1071,18846,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1108,18973,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1158,19136,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1227,19375,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1485,20249,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
1631,20568,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1656,20626,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1658,20630,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1660,20634,8,6,8->6,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,half,middle,right,False,False,False,False,True,True
1700,20731,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
1743,20830,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
1746,20837,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1804,20967,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget30__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
5,15204,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
49,15354,7,9,7->9,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,right,True,False,False,False,True,True
138,15649,6,4,6->4,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,half,half,right,left,True,False,False,False,True,True
191,15829,4,8,4->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,half,long,left,middle,False,False,False,False,True,True
250,16027,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
300,16192,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
352,16362,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
355,16371,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
357,16378,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
361,16391,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
376,16448,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
443,16678,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
476,16789,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
493,16844,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
532,16977,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
543,17015,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
557,17065,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
609,17256,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
639,17379,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
714,17639,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
841,18077,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
856,18127,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
929,18378,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
937,18405,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
1009,18630,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1043,18747,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1053,18779,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1071,18846,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1108,18973,7,0,7->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,left,terminal,False,False,True,False,False,True
1158,19136,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1227,19375,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1282,20046,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
1485,20249,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
1631,20568,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1656,20626,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1658,20630,9,6,9->6,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,half,right,right,False,True,False,False,True,True
1660,20634,8,6,8->6,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,half,middle,right,False,False,False,False,True,True
1700,20731,8,0,8->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,middle,terminal,False,False,True,False,False,False
1743,20830,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
1745,20835,9,0,9->0,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,terminal,right,terminal,False,False,True,False,False,True
1746,20837,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1804,20967,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget36__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
5,15204,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
49,15354,7,9,7->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,left,right,True,False,False,False,True,True
138,15649,6,4,6->4,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,half,half,right,left,True,False,False,False,True,True
191,15829,4,8,4->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,half,long,left,middle,False,False,False,False,True,True
199,15853,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
209,15889,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
300,16192,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
361,16391,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
376,16448,8,9,8->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,middle,right,True,False,False,False,True,True
532,16977,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
639,17379,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
714,17639,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
784,17883,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
832,18047,0,8,0->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,middle,False,False,False,True,False,False
899,18271,0,8,0->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,middle,False,False,False,True,False,False
929,18378,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
937,18405,2,5,2->5,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,short,half,middle,middle,False,True,False,False,True,False
1043,18747,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1053,18779,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1071,18846,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1158,19136,7,8,7->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,left,middle,True,False,False,False,True,True
1227,19375,9,8,9->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,long,long,right,middle,True,False,False,False,True,True
1272,20036,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
1390,20154,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
1427,20191,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
1482,20246,0,8,0->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,middle,False,False,False,True,False,False
1502,20280,0,9,0->9,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,right,False,False,False,True,False,True
1546,20379,0,8,0->8,v307_point0_dose_extension,submission_v307_p0_budget6__v173action_v300server,normal,terminal,long,terminal,middle,False,False,False,True,False,False
